,price_type,metric_code,study_number,location_type,adjustment_index,adjusted,sale_type,frequency,date,rand_millions,datetime
221,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,11-2005,,2005-11-01
222,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,11-2005,,2005-11-01
223,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,11-2005,,2005-11-01
224,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,11-2005,951.1,2005-11-01
225,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,11-2005,147.9,2005-11-01
226,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,11-2005,16.0,2005-11-01
227,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,11-2005,1115.0,2005-11-01
228,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,11-2005,466.6,2005-11-01
229,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,11-2005,1.3,2005-11-01
230,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,11-2005,0.2,2005-11-01
231,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,11-2005,468.0,2005-11-01
232,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,11-2005,346.8,2005-11-01
233,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,11-2005,43.5,2005-11-01
234,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,11-2005,52.1,2005-11-01
235,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,11-2005,442.4,2005-11-01
236,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,11-2005,1764.5,2005-11-01
237,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,11-2005,192.6,2005-11-01
238,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,11-2005,68.3,2005-11-01
239,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,11-2005,2025.5,2005-11-01
240,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2005,,2005-11-01
241,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2005,,2005-11-01
242,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2005,,2005-11-01
243,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2005,,2005-11-01
244,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2005,,2005-11-01
245,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2005,,2005-11-01
246,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2005,,2005-11-01
247,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2005,,2005-11-01
248,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2005,,2005-11-01
249,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2005,,2005-11-01
250,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2005,,2005-11-01
251,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2005,,2005-11-01
252,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2005,,2005-11-01
253,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2005,,2005-11-01
254,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2005,,2005-11-01
255,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2005,,2005-11-01
256,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,12-2005,1268.6,2005-12-01
257,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,12-2005,177.9,2005-12-01
258,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,12-2005,20.9,2005-12-01
259,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,12-2005,1467.4,2005-12-01
260,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,12-2005,594.0,2005-12-01
261,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,12-2005,1.1,2005-12-01
262,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,12-2005,0.2,2005-12-01
263,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,12-2005,595.3,2005-12-01
264,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,12-2005,332.2,2005-12-01
265,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,12-2005,42.6,2005-12-01
266,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,12-2005,66.1,2005-12-01
267,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,12-2005,440.9,2005-12-01
268,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,12-2005,2194.8,2005-12-01
269,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,12-2005,221.6,2005-12-01
270,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,12-2005,87.2,2005-12-01
271,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,12-2005,2503.6,2005-12-01
272,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,12-2005,,2005-12-01
273,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,12-2005,,2005-12-01
274,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,12-2005,,2005-12-01
275,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,12-2005,,2005-12-01
276,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,12-2005,,2005-12-01
277,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,12-2005,,2005-12-01
278,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,12-2005,,2005-12-01
279,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,12-2005,,2005-12-01
280,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,12-2005,,2005-12-01
281,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,12-2005,,2005-12-01
282,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,12-2005,,2005-12-01
283,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,12-2005,,2005-12-01
284,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,12-2005,,2005-12-01
285,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,12-2005,,2005-12-01
286,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,12-2005,,2005-12-01
287,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,12-2005,,2005-12-01
288,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,12-2005,1012.4,2005-12-01
289,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,12-2005,144.7,2005-12-01
290,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,12-2005,19.4,2005-12-01
291,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,12-2005,1176.5,2005-12-01
292,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,12-2005,472.8,2005-12-01
293,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,12-2005,0.9,2005-12-01
294,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,12-2005,0.2,2005-12-01
295,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,12-2005,473.8,2005-12-01
296,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,12-2005,346.3,2005-12-01
297,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,12-2005,33.8,2005-12-01
298,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,12-2005,57.8,2005-12-01
299,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,12-2005,437.8,2005-12-01
300,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,12-2005,1831.4,2005-12-01
301,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,12-2005,179.4,2005-12-01
302,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,12-2005,77.5,2005-12-01
303,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,12-2005,2088.2,2005-12-01
304,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2005,,2005-12-01
305,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2005,,2005-12-01
306,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2005,,2005-12-01
307,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2005,,2005-12-01
308,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2005,,2005-12-01
309,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2005,,2005-12-01
310,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2005,,2005-12-01
311,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2005,,2005-12-01
312,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2005,,2005-12-01
313,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2005,,2005-12-01
314,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2005,,2005-12-01
315,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2005,,2005-12-01
316,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2005,,2005-12-01
317,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2005,,2005-12-01
318,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2005,,2005-12-01
319,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2005,,2005-12-01
320,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,01-2006,1009.3,2006-01-01
321,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,01-2006,147.5,2006-01-01
322,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,01-2006,20.4,2006-01-01
323,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,01-2006,1177.2,2006-01-01
324,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,01-2006,438.7,2006-01-01
325,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,01-2006,0.9,2006-01-01
326,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,01-2006,0.2,2006-01-01
327,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,01-2006,439.8,2006-01-01
328,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,01-2006,324.4,2006-01-01
329,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,01-2006,38.1,2006-01-01
330,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,01-2006,47.1,2006-01-01
331,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,01-2006,409.6,2006-01-01
332,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,01-2006,1772.4,2006-01-01
333,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,01-2006,186.5,2006-01-01
334,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,01-2006,67.7,2006-01-01
335,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,01-2006,2026.6,2006-01-01
336,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,01-2006,,2006-01-01
337,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,01-2006,,2006-01-01
338,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,01-2006,,2006-01-01
339,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,01-2006,,2006-01-01
340,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,01-2006,,2006-01-01
341,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,01-2006,,2006-01-01
342,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,01-2006,,2006-01-01
343,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,01-2006,,2006-01-01
344,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,01-2006,,2006-01-01
345,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,01-2006,,2006-01-01
346,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,01-2006,,2006-01-01
347,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,01-2006,,2006-01-01
348,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,01-2006,,2006-01-01
349,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,01-2006,,2006-01-01
350,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,01-2006,,2006-01-01
351,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,01-2006,,2006-01-01
352,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,01-2006,1020.8,2006-01-01
353,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,01-2006,150.1,2006-01-01
354,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,01-2006,23.1,2006-01-01
355,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,01-2006,1194.0,2006-01-01
356,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,01-2006,472.2,2006-01-01
357,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,01-2006,1.0,2006-01-01
358,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,01-2006,0.2,2006-01-01
359,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,01-2006,473.3,2006-01-01
360,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,01-2006,378.4,2006-01-01
361,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,01-2006,41.5,2006-01-01
362,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,01-2006,50.5,2006-01-01
363,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,01-2006,470.4,2006-01-01
364,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,01-2006,1871.4,2006-01-01
365,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,01-2006,192.6,2006-01-01
366,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,01-2006,73.9,2006-01-01
367,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,01-2006,2137.8,2006-01-01
368,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2006,,2006-01-01
369,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2006,,2006-01-01
370,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2006,,2006-01-01
371,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2006,,2006-01-01
372,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2006,,2006-01-01
373,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2006,,2006-01-01
374,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2006,,2006-01-01
375,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2006,,2006-01-01
376,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2006,,2006-01-01
377,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2006,,2006-01-01
378,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2006,,2006-01-01
379,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2006,,2006-01-01
380,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2006,,2006-01-01
381,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2006,,2006-01-01
382,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2006,,2006-01-01
383,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2006,,2006-01-01
384,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,02-2006,974.9,2006-02-01
385,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,02-2006,142.0,2006-02-01
386,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,02-2006,26.1,2006-02-01
387,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,02-2006,1143.0,2006-02-01
388,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,02-2006,406.0,2006-02-01
389,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,02-2006,1.3,2006-02-01
390,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,02-2006,0.2,2006-02-01
